week,state,district,risk_category,severity_score,severity_trend,dominant_signal,signal_contribution,enrol_total,demo_total,bio_total,enrol_age_0_5,enrol_age_5_17,enrol_age_18_plus,demo_age_5_17,demo_age_18_plus,bio_age_5_17,bio_age_18_plus,is_anomaly,data_quality_flag,data_completeness
2025-11-18/2025-11-24,MADHYA PRADESH,BALAGHAT,Watchlist,70.81800793999089,stable,Enrolment,Enrolment (36%),263,691,767,239,17,7,57,634,486,281,False,complete,100.0
2025-11-25/2025-12-01,MADHYA PRADESH,BALAGHAT,Watchlist,72.14742805693666,stable,Biometric,Biometric (37%),96,1271,1820,91,5,0,174,1097,1431,389,False,complete,100.0
2025-12-02/2025-12-08,MADHYA PRADESH,BALAGHAT,Watchlist,68.01222295143742,declining,Biometric,Biometric (46%),0,2308,7691,0,0,0,453,1855,6545,1146,False,partial,66.66666666666666
2025-12-09/2025-12-15,MADHYA PRADESH,BALAGHAT,Emerging_Risk,77.42148234427272,accelerating_up,Biometric,Biometric (40%),193,2060,7257,175,18,0,344,1716,6200,1057,False,complete,100.0
2025-12-16/2025-12-22,MADHYA PRADESH,BALAGHAT,Emerging_Risk,80.76230472334201,rising,Biometric,Biometric (37%),278,1528,2888,278,0,0,261,1267,2351,537,False,complete,100.0
2025-12-23/2025-12-29,MADHYA PRADESH,BALAGHAT,Watchlist,74.2717991733642,accelerating_down,Biometric,Biometric (37%),596,1836,3515,545,44,7,303,1533,2608,907,False,complete,100.0
2025-12-30/2026-01-05,MADHYA PRADESH,BALAGHAT,Watchlist,60.71383946942733,accelerating_down,Enrolment,Enrolment (45%),251,0,0,215,36,0,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,MADHYA PRADESH,BARWANI,Watchlist,67.34803728476041,insufficient_data,Biometric,Biometric (42%),0,13305,17161,0,0,0,1489,11816,7643,9518,False,partial,66.66666666666666
2025-04-01/2025-04-07,MADHYA PRADESH,BARWANI,Critical,93.32414967690138,rising,Demographic,Demographic (35%),820,10362,26701,497,313,10,1344,9018,15169,11532,True,complete,100.0
2025-04-29/2025-05-05,MADHYA PRADESH,BARWANI,Critical,96.84474559966446,rising,Enrolment,Enrolment (34%),3174,15047,21996,2114,1005,55,2310,12737,12666,9330,True,complete,100.0
2025-05-27/2025-06-02,MADHYA PRADESH,BARWANI,Watchlist,89.71532463215664,accelerating_down,Enrolment,Enrolment (36%),2233,2971,18331,1067,1106,60,575,2396,11160,7171,False,complete,100.0
2025-07-01/2025-07-07,MADHYA PRADESH,BARWANI,Critical,93.54106198976788,rising,Enrolment,Enrolment (35%),6826,14062,21462,3314,3214,298,3102,10960,11701,9761,True,complete,100.0
2025-08-26/2025-09-01,MADHYA PRADESH,BARWANI,Watchlist,76.45913971675637,accelerating_down,Enrolment,Enrolment (39%),193,305,575,81,105,7,39,266,238,337,False,complete,100.0
2025-09-02/2025-09-08,MADHYA PRADESH,BARWANI,Watchlist,75.76326062811529,stable,Enrolment,Enrolment (39%),905,1816,2328,468,409,28,262,1554,1078,1250,False,complete,100.0
2025-09-09/2025-09-15,MADHYA PRADESH,BARWANI,Watchlist,78.73666375771711,stable,Enrolment,Enrolment (38%),1058,2567,3539,606,427,25,394,2173,1763,1776,False,complete,100.0
2025-09-16/2025-09-22,MADHYA PRADESH,BARWANI,Watchlist,76.55651322685347,stable,Enrolment,Enrolment (39%),849,1582,2783,495,327,27,189,1393,1320,1463,False,complete,100.0
2025-09-23/2025-09-29,MADHYA PRADESH,BARWANI,Watchlist,61.675605701586676,accelerating_down,Enrolment,Enrolment (46%),459,0,0,314,141,4,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,MADHYA PRADESH,BARWANI,Stable,45.664273102279864,accelerating_down,Enrolment,Enrolment (47%),70,98,0,47,23,0,8,90,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,MADHYA PRADESH,BARWANI,Watchlist,74.82617303593798,accelerating_up,Biometric,Biometric (36%),450,1698,2605,325,123,2,320,1378,1809,796,False,complete,100.0
2025-10-21/2025-10-27,MADHYA PRADESH,BARWANI,Watchlist,63.01950897301455,accelerating_down,Enrolment,Enrolment (38%),176,878,1273,118,56,2,91,787,775,498,False,complete,100.0
2025-10-28/2025-11-03,MADHYA PRADESH,BARWANI,Emerging_Risk,75.9347741233509,accelerating_up,Enrolment,Enrolment (38%),810,1995,3873,571,238,1,228,1767,2237,1636,False,complete,100.0
2025-11-04/2025-11-10,MADHYA PRADESH,BARWANI,Watchlist,71.031272858405,declining,Enrolment,Enrolment (39%),584,2071,2230,386,127,71,323,1748,1153,1077,False,complete,100.0
2025-11-11/2025-11-17,MADHYA PRADESH,BARWANI,Watchlist,64.59048067001423,accelerating_down,Enrolment,Enrolment (36%),437,1418,2195,306,129,2,180,1238,1042,1153,False,complete,100.0
2025-11-18/2025-11-24,MADHYA PRADESH,BARWANI,Watchlist,65.91222768034793,stable,Enrolment,Enrolment (37%),241,745,450,179,62,0,74,671,190,260,False,complete,100.0
2025-11-25/2025-12-01,MADHYA PRADESH,BARWANI,Watchlist,63.82051569891698,stable,Enrolment,Enrolment (41%),90,1152,829,62,19,9,180,972,474,355,False,complete,100.0
2025-12-02/2025-12-08,MADHYA PRADESH,BARWANI,Watchlist,60.508136231246276,declining,Biometric,Biometric (37%),0,2469,2907,0,0,0,342,2127,1449,1458,False,partial,66.66666666666666
2025-12-09/2025-12-15,MADHYA PRADESH,BARWANI,Watchlist,73.67985442071519,accelerating_up,Enrolment,Enrolment (39%),270,2242,2592,199,71,0,299,1943,1307,1285,False,complete,100.0
2025-12-16/2025-12-22,MADHYA PRADESH,BARWANI,Watchlist,71.24083282338762,stable,Enrolment,Enrolment (42%),339,1250,1148,336,3,0,187,1063,574,574,False,complete,100.0
2025-12-23/2025-12-29,MADHYA PRADESH,BARWANI,Watchlist,72.55688101531996,stable,Enrolment,Enrolment (39%),667,2063,2136,500,118,49,302,1761,956,1180,False,complete,100.0
2025-12-30/2026-01-05,MADHYA PRADESH,BARWANI,Watchlist,61.64074664380436,accelerating_down,Enrolment,Enrolment (46%),285,0,0,155,128,2,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,MADHYA PRADESH,BETUL,Watchlist,64.00254659409435,insufficient_data,Biometric,Biometric (41%),0,11404,14325,0,0,0,1774,9630,3842,10483,True,partial,66.66666666666666
2025-04-01/2025-04-07,MADHYA PRADESH,BETUL,Emerging_Risk,84.07923926125989,rising,Biometric,Biometric (36%),223,3328,21518,193,20,10,726,2602,10866,10652,False,complete,100.0
2025-04-29/2025-05-05,MADHYA PRADESH,BETUL,Watchlist,66.11857261581913,accelerating_down,Biometric,Biometric (42%),0,1404,15815,0,0,0,366,1038,7206,8609,False,partial,66.66666666666666
2025-05-27/2025-06-02,MADHYA PRADESH,BETUL,Critical,73.70230954213135,accelerating_up,Biometric,Biometric (43%),0,4670,24555,0,0,0,1312,3358,11556,12999,True,partial,66.66666666666666
2025-07-01/2025-07-07,MADHYA PRADESH,BETUL,Critical,85.630725134895,accelerating_up,Biometric,Biometric (36%),968,4574,26477,713,212,43,1428,3146,11690,14787,True,complete,100.0
2025-08-26/2025-09-01,MADHYA PRADESH,BETUL,Watchlist,75.54686643825848,accelerating_down,Biometric,Biometric (41%),106,304,1072,90,14,2,35,269,377,695,False,complete,100.0
2025-09-02/2025-09-08,MADHYA PRADESH,BETUL,Watchlist,67.54463137703118,declining,Biometric,Biometric (42%),349,1309,3505,284,59,6,275,1034,1308,2197,False,complete,100.0
2025-09-09/2025-09-15,MADHYA PRADESH,BETUL,Emerging_Risk,77.97170419440377,accelerating_up,Biometric,Biometric (38%),760,2384,5227,630,123,7,574,1810,2197,3030,False,complete,100.0
2025-09-16/2025-09-22,MADHYA PRADESH,BETUL,Watchlist,75.87784180628097,stable,Biometric,Biometric (37%),571,1554,3662,459,110,2,286,1268,1428,2234,False,complete,100.0
2025-09-23/2025-09-29,MADHYA PRADESH,BETUL,Watchlist,61.44937975649408,accelerating_down,Enrolment,Enrolment (45%),444,0,0,341,102,1,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,MADHYA PRADESH,BETUL,Stable,37.979680684454884,accelerating_down,Enrolment,Enrolment (49%),53,46,0,45,7,1,3,43,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,MADHYA PRADESH,BETUL,Watchlist,71.6965507957521,accelerating_up,Biometric,Biometric (37%),399,1345,2620,345,53,1,427,918,1422,1198,False,complete,100.0
2025-10-21/2025-10-27,MADHYA PRADESH,BETUL,Watchlist,62.89223016534699,accelerating_down,Enrolment,Enrolment (37%),160,805,1589,143,14,3,134,671,782,807,False,complete,100.0
2025-10-28/2025-11-03,MADHYA PRADESH,BETUL,Emerging_Risk,75.89645642025076,accelerating_up,Enrolment,Enrolment (38%),863,1589,4473,761,97,5,280,1309,2048,2425,False,complete,100.0
2025-11-04/2025-11-10,MADHYA PRADESH,BETUL,Watchlist,77.17438712865926,stable,Enrolment,Enrolment (37%),683,2262,3673,583,96,4,544,1718,1955,1718,False,complete,100.0
2025-11-11/2025-11-17,MADHYA PRADESH,BETUL,Watchlist,75.78338449748516,stable,Biometric,Biometric (38%),662,1362,4678,541,101,20,323,1039,2725,1953,False,complete,100.0
2025-11-18/2025-11-24,MADHYA PRADESH,BETUL,Watchlist,76.1261170732523,stable,Enrolment,Enrolment (35%),313,766,980,282,25,6,174,592,454,526,False,complete,100.0
2025-11-25/2025-12-01,MADHYA PRADESH,BETUL,Watchlist,76.41987447546778,stable,Biometric,Biometric (40%),104,1283,2696,95,9,0,278,1005,1529,1167,False,complete,100.0
2025-12-02/2025-12-08,MADHYA PRADESH,BETUL,Watchlist,66.65771386100499,accelerating_down,Biometric,Biometric (44%),0,2463,5834,0,0,0,665,1798,2638,3196,False,partial,66.66666666666666
2025-12-09/2025-12-15,MADHYA PRADESH,BETUL,Emerging_Risk,77.58416611834998,accelerating_up,Enrolment,Enrolment (37%),289,2153,4106,247,42,0,494,1659,1601,2505,False,complete,100.0
2025-12-16/2025-12-22,MADHYA PRADESH,BETUL,Watchlist,77.1612760578966,stable,Enrolment,Enrolment (39%),340,1175,2226,340,0,0,318,857,1011,1215,False,complete,100.0
2025-12-23/2025-12-29,MADHYA PRADESH,BETUL,Watchlist,75.65864897488729,stable,Biometric,Biometric (38%),654,1707,3972,588,49,17,457,1250,2008,1964,False,complete,100.0
2025-12-30/2026-01-05,MADHYA PRADESH,BETUL,Stable,58.87856326416079,accelerating_down,Enrolment,Enrolment (43%),203,0,0,140,62,1,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,MADHYA PRADESH,BHIND,Watchlist,60.19675388990764,insufficient_data,Demographic,Demographic (40%),0,14859,7793,0,0,0,1482,13377,4405,3388,True,partial,66.66666666666666
2025-03-04/2025-03-10,MADHYA PRADESH,BHIND,Stable,41.43548716767712,declining,Demographic,Demographic (42%),66,0,0,37,18,11,0,0,0,0,False,partial,33.33333333333333
2025-03-25/2025-03-31,MADHYA PRADESH,BHIND,Stable,35.44628146328523,declining,Demographic,Demographic (48%),43,0,0,17,15,11,0,0,0,0,False,partial,33.33333333333333
2025-04-01/2025-04-07,MADHYA PRADESH,BHIND,Watchlist,62.89139363736632,accelerating_up,Enrolment,Enrolment (49%),1051,0,8753,732,228,91,0,0,5754,2999,False,partial,66.66666666666666
2025-04-29/2025-05-05,MADHYA PRADESH,BHIND,Emerging_Risk,81.51675742762309,rising,Enrolment,Enrolment (39%),956,2284,9914,670,238,48,387,1897,6903,3011,False,complete,100.0
2025-05-27/2025-06-02,MADHYA PRADESH,BHIND,Critical,85.68241218617504,rising,Enrolment,Enrolment (36%),885,4744,11485,507,328,50,878,3866,7985,3500,True,complete,100.0
2025-07-01/2025-07-07,MADHYA PRADESH,BHIND,Watchlist,87.93882561775018,stable,Enrolment,Enrolment (37%),4055,6016,16460,2108,1743,204,1250,4766,11030,5430,True,complete,100.0
2025-08-26/2025-09-01,MADHYA PRADESH,BHIND,Watchlist,68.4802073983955,accelerating_down,Enrolment,Enrolment (36%),104,321,424,59,42,3,49,272,243,181,False,complete,100.0
2025-09-02/2025-09-08,MADHYA PRADESH,BHIND,Emerging_Risk,76.22145787408886,accelerating_up,Enrolment,Enrolment (36%),701,2178,2354,423,241,37,370,1808,1304,1050,False,complete,100.0
2025-09-09/2025-09-15,MADHYA PRADESH,BHIND,Watchlist,75.61592973975888,stable,Enrolment,Enrolment (37%),818,2665,2906,467,308,43,518,2147,1715,1191,False,complete,100.0
2025-09-16/2025-09-22,MADHYA PRADESH,BHIND,Watchlist,73.27985538068889,stable,Enrolment,Enrolment (37%),579,1957,2068,322,238,19,302,1655,1134,934,False,complete,100.0
2025-09-23/2025-09-29,MADHYA PRADESH,BHIND,Stable,57.48172471948552,accelerating_down,Enrolment,Enrolment (42%),287,0,0,164,117,6,0,0,0,0,False,partial,33.33333333333333
2025-09-30/2025-10-06,MADHYA PRADESH,BHIND,Stable,48.71230454644356,declining,Demographic,Demographic (34%),2,0,0,0,2,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,MADHYA PRADESH,BHIND,Stable,58.61105252888808,accelerating_up,Enrolment,Enrolment (37%),74,136,1,48,22,4,7,129,0,1,False,complete,100.0
2025-10-14/2025-10-20,MADHYA PRADESH,BHIND,Watchlist,63.276942654229465,rising,Enrolment,Enrolment (36%),321,1487,1278,211,105,5,287,1200,633,645,False,complete,100.0
2025-10-21/2025-10-27,MADHYA PRADESH,BHIND,Stable,59.75094152624825,declining,Enrolment,Enrolment (38%),149,1064,819,96,42,11,115,949,378,441,False,complete,100.0
2025-10-28/2025-11-03,MADHYA PRADESH,BHIND,Watchlist,73.12659817985767,accelerating_up,Enrolment,Enrolment (39%),758,2422,2610,469,274,15,244,2178,1278,1332,False,complete,100.0
2025-11-04/2025-11-10,MADHYA PRADESH,BHIND,Watchlist,73.1892990358088,stable,Enrolment,Enrolment (39%),616,2804,1998,425,182,9,433,2371,999,999,False,complete,100.0
2025-11-11/2025-11-17,MADHYA PRADESH,BHIND,Watchlist,73.17613694535792,stable,Enrolment,Enrolment (37%),630,1997,2566,400,183,47,283,1714,1317,1249,False,complete,100.0
2025-11-18/2025-11-24,MADHYA PRADESH,BHIND,Emerging_Risk,76.46848704322483,rising,Enrolment,Enrolment (38%),372,1054,655,266,88,18,132,922,310,345,False,complete,100.0
2025-11-25/2025-12-01,MADHYA PRADESH,BHIND,Watchlist,69.36761557118211,accelerating_down,Enrolment,Enrolment (37%),83,1799,1060,62,21,0,189,1610,618,442,False,complete,100.0
2025-12-02/2025-12-08,MADHYA PRADESH,BHIND,Watchlist,61.97379122000894,accelerating_down,Biometric,Biometric (37%),0,2756,2946,0,0,0,406,2350,1493,1453,False,partial,66.66666666666666
2025-12-09/2025-12-15,MADHYA PRADESH,BHIND,Emerging_Risk,77.16582467626762,accelerating_up,Enrolment,Enrolment (36%),235,3237,2985,146,89,0,443,2794,1540,1445,False,complete,100.0
2025-12-16/2025-12-22,MADHYA PRADESH,BHIND,Watchlist,71.41201029547966,accelerating_down,Demographic,Demographic (34%),172,1846,1515,170,2,0,296,1550,797,718,False,complete,100.0
2025-12-23/2025-12-29,MADHYA PRADESH,BHIND,Emerging_Risk,77.30515125256049,accelerating_up,Enrolment,Enrolment (37%),710,2391,2779,530,174,6,340,2051,1606,1173,False,complete,100.0
2025-12-30/2026-01-05,MADHYA PRADESH,BHIND,Watchlist,62.067123944017794,accelerating_down,Enrolment,Enrolment (46%),300,0,0,154,145,1,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,MADHYA PRADESH,BHOPAL,Watchlist,68.96802464309239,insufficient_data,Biometric,Biometric (39%),0,16812,15843,0,0,0,1820,14992,7199,8644,True,partial,66.66666666666666
2025-04-01/2025-04-07,MADHYA PRADESH,BHOPAL,Emerging_Risk,89.16462312123397,rising,Demographic,Demographic (36%),383,10634,20674,316,47,20,1269,9365,11292,9382,False,complete,100.0
2025-04-29/2025-05-05,MADHYA PRADESH,BHOPAL,Watchlist,76.90435453638773,accelerating_down,Demographic,Demographic (41%),0,10561,26897,0,0,0,1299,9262,14980,11917,True,partial,66.66666666666666
2025-05-27/2025-06-02,MADHYA PRADESH,BHOPAL,Critical,92.09188297114795,accelerating_up,Biometric,Biometric (34%),833,5809,22556,690,115,28,669,5140,11038,11518,False,complete,100.0
2025-07-01/2025-07-07,MADHYA PRADESH,BHOPAL,Watchlist,88.66976667154869,declining,Biometric,Biometric (35%),1133,6754,29771,918,198,17,869,5885,12636,17135,True,complete,100.0
2025-08-26/2025-09-01,MADHYA PRADESH,BHOPAL,Watchlist,77.4110131776371,accelerating_down,Biometric,Biometric (39%),135,309,906,113,22,0,39,270,295,611,False,complete,100.0
2025-09-02/2025-09-08,MADHYA PRADESH,BHOPAL,Emerging_Risk,82.77865983879235,accelerating_up,Biometric,Biometric (38%),859,2065,4927,749,103,7,308,1757,1887,3040,False,complete,100.0
2025-09-09/2025-09-15,MADHYA PRADESH,BHOPAL,Watchlist,83.54512435559235,stable,Enrolment,Enrolment (36%),1112,2864,5419,998,109,5,432,2432,2238,3181,False,complete,100.0
2025-09-16/2025-09-22,MADHYA PRADESH,BHOPAL,Watchlist,82.72171872337161,stable,Enrolment,Enrolment (36%),849,2144,3924,732,111,6,264,1880,1573,2351,False,complete,100.0
2025-09-23/2025-09-29,MADHYA PRADESH,BHOPAL,Watchlist,62.3368815410881,accelerating_down,Enrolment,Enrolment (46%),486,0,0,410,76,0,0,0,0,0,False,partial,33.33333333333333
2025-09-30/2025-10-06,MADHYA PRADESH,BHOPAL,Watchlist,61.93532323975484,stable,Enrolment,Enrolment (46%),7,0,0,2,5,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,MADHYA PRADESH,BHOPAL,Stable,46.57364268315618,accelerating_down,Enrolment,Enrolment (54%),100,67,0,86,13,1,2,65,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,MADHYA PRADESH,BHOPAL,Emerging_Risk,82.71678593300985,accelerating_up,Biometric,Biometric (35%),528,2426,3336,480,46,2,392,2034,1548,1788,False,complete,100.0
2025-10-21/2025-10-27,MADHYA PRADESH,BHOPAL,Watchlist,81.84563720772402,stable,Enrolment,Enrolment (36%),336,1961,2656,299,34,3,221,1740,1152,1504,False,complete,100.0
2025-10-28/2025-11-03,MADHYA PRADESH,BHOPAL,Emerging_Risk,85.3192044859264,rising,Enrolment,Enrolment (37%),1189,3004,5332,1046,134,9,371,2633,2338,2994,False,complete,100.0
2025-11-04/2025-11-10,MADHYA PRADESH,BHOPAL,Watchlist,86.03617403944361,stable,Enrolment,Enrolment (36%),954,3675,4915,851,99,4,482,3193,2291,2624,False,complete,100.0
2025-11-11/2025-11-17,MADHYA PRADESH,BHOPAL,Watchlist,85.44783797796434,stable,Biometric,Biometric (36%),974,2410,6434,865,102,7,299,2111,2929,3505,False,complete,100.0
2025-11-18/2025-11-24,MADHYA PRADESH,BHOPAL,Watchlist,86.30486947041044,stable,Demographic,Demographic (34%),392,1581,1290,346,33,13,199,1382,549,741,False,complete,100.0
2025-11-25/2025-12-01,MADHYA PRADESH,BHOPAL,Watchlist,84.09742882420451,stable,Biometric,Biometric (36%),140,2291,2692,112,12,16,223,2068,1369,1323,False,complete,100.0
2025-12-02/2025-12-08,MADHYA PRADESH,BHOPAL,Watchlist,72.28533827736422,accelerating_down,Biometric,Biometric (41%),0,3949,6300,0,0,0,420,3529,3072,3228,False,partial,66.66666666666666
2025-12-09/2025-12-15,MADHYA PRADESH,BHOPAL,Emerging_Risk,87.36403143409352,accelerating_up,Biometric,Biometric (35%),341,3858,6198,315,26,0,357,3501,2983,3215,False,complete,100.0
2025-12-16/2025-12-22,MADHYA PRADESH,BHOPAL,Watchlist,88.0171891933592,stable,Enrolment,Enrolment (36%),457,2247,2917,457,0,0,259,1988,1648,1269,False,complete,100.0
2025-12-23/2025-12-29,MADHYA PRADESH,BHOPAL,Watchlist,86.5133091453552,stable,Biometric,Biometric (36%),913,2888,5616,862,41,10,286,2602,3002,2614,False,complete,100.0
2025-12-30/2026-01-05,MADHYA PRADESH,BHOPAL,Watchlist,62.53057753120632,accelerating_down,Enrolment,Enrolment (46%),314,0,0,265,49,0,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,MADHYA PRADESH,BURHANPUR,Watchlist,45.798299269948856,insufficient_data,Enrolment,Enrolment (36%),0,3942,5702,0,0,0,753,3189,2186,3516,True,partial,66.66666666666666
2025-04-01/2025-04-07,MADHYA PRADESH,BURHANPUR,Watchlist,60.49623177697997,rising,Enrolment,Enrolment (49%),802,0,7677,547,155,100,0,0,3755,3922,False,partial,66.66666666666666
2025-04-29/2025-05-05,MADHYA PRADESH,BURHANPUR,Watchlist,66.9735487225368,rising,Enrolment,Enrolment (46%),932,0,11451,724,179,29,0,0,5611,5840,False,partial,66.66666666666666
2025-05-27/2025-06-02,MADHYA PRADESH,BURHANPUR,Critical,85.37203872611397,accelerating_up,Enrolment,Enrolment (38%),1777,1744,13507,1142,574,61,302,1442,6249,7258,True,complete,100.0
2025-07-01/2025-07-07,MADHYA PRADESH,BURHANPUR,Watchlist,81.88639898148145,declining,Enrolment,Enrolment (38%),2976,2733,13788,1706,1124,146,619,2114,5551,8237,True,complete,100.0
2025-08-26/2025-09-01,MADHYA PRADESH,BURHANPUR,Stable,56.471269484438324,accelerating_down,Enrolment,Enrolment (39%),83,87,369,51,32,0,10,77,122,247,False,complete,100.0
2025-09-02/2025-09-08,MADHYA PRADESH,BURHANPUR,Stable,48.73914552992291,declining,Biometric,Biometric (37%),224,469,1185,134,90,0,102,367,426,759,False,complete,100.0
2025-09-09/2025-09-15,MADHYA PRADESH,BURHANPUR,Stable,55.14579857239653,accelerating_up,Enrolment,Enrolment (38%),384,848,1880,249,130,5,178,670,728,1152,False,complete,100.0
2025-09-16/2025-09-22,MADHYA PRADESH,BURHANPUR,Stable,51.409877783321186,declining,Enrolment,Enrolment (37%),236,524,1325,172,60,4,87,437,541,784,False,complete,100.0
2025-09-23/2025-09-29,MADHYA PRADESH,BURHANPUR,Stable,52.67877388521199,stable,Enrolment,Enrolment (37%),189,0,0,132,54,3,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,MADHYA PRADESH,BURHANPUR,Stable,40.72792644719431,accelerating_down,Biometric,Biometric (44%),24,33,1,22,2,0,3,30,1,0,False,complete,100.0
2025-10-14/2025-10-20,MADHYA PRADESH,BURHANPUR,Stable,51.49366937967343,accelerating_up,Enrolment,Enrolment (36%),227,497,1243,173,49,5,124,373,611,632,False,complete,100.0
2025-10-21/2025-10-27,MADHYA PRADESH,BURHANPUR,Stable,47.85056142427284,declining,Enrolment,Enrolment (39%),99,252,767,70,25,4,40,212,383,384,False,complete,100.0
2025-10-28/2025-11-03,MADHYA PRADESH,BURHANPUR,Stable,53.89755154300933,accelerating_up,Enrolment,Enrolment (37%),344,665,2210,255,82,7,122,543,1174,1036,False,complete,100.0
2025-11-04/2025-11-10,MADHYA PRADESH,BURHANPUR,Stable,55.12974736039794,stable,Biometric,Biometric (39%),239,687,2220,194,36,9,117,570,1037,1183,False,complete,100.0
2025-11-11/2025-11-17,MADHYA PRADESH,BURHANPUR,Stable,51.49674281943061,declining,Biometric,Biometric (39%),249,486,1896,210,39,0,70,416,814,1082,False,complete,100.0
2025-11-18/2025-11-24,MADHYA PRADESH,BURHANPUR,Stable,47.874272753061405,declining,Enrolment,Enrolment (36%),109,217,343,81,20,8,35,182,122,221,False,complete,100.0
2025-11-25/2025-12-01,MADHYA PRADESH,BURHANPUR,Stable,51.858912461128156,rising,Biometric,Biometric (40%),38,449,912,30,8,0,70,379,492,420,False,complete,100.0
2025-12-02/2025-12-08,MADHYA PRADESH,BURHANPUR,Stable,51.71119861617074,stable,Biometric,Biometric (42%),0,741,2693,0,0,0,127,614,1471,1222,False,partial,66.66666666666666
2025-12-09/2025-12-15,MADHYA PRADESH,BURHANPUR,Stable,55.38185042209912,rising,Enrolment,Enrolment (36%),113,1010,1899,98,15,0,246,764,991,908,False,complete,100.0
2025-12-16/2025-12-22,MADHYA PRADESH,BURHANPUR,Stable,58.06919727503565,stable,Enrolment,Enrolment (45%),208,410,948,208,0,0,106,304,535,413,False,complete,100.0
2025-12-23/2025-12-29,MADHYA PRADESH,BURHANPUR,Stable,53.31481853968545,declining,Enrolment,Enrolment (37%),297,723,1496,254,37,6,129,594,741,755,False,complete,100.0
2025-12-30/2026-01-05,MADHYA PRADESH,BURHANPUR,Stable,55.39339228850314,stable,Enrolment,Enrolment (40%),130,0,0,86,43,1,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,MADHYA PRADESH,CHHATARPUR,Watchlist,74.53915231827023,insufficient_data,Biometric,Biometric (40%),0,23850,21266,0,0,0,2563,21287,9661,11605,True,partial,66.66666666666666
2025-04-01/2025-04-07,MADHYA PRADESH,CHHATARPUR,Emerging_Risk,88.55878053331712,rising,Biometric,Biometric (34%),850,2852,23159,555,255,40,510,2342,14210,8949,False,complete,100.0
2025-04-29/2025-05-05,MADHYA PRADESH,CHHATARPUR,Critical,90.59994347404867,stable,Enrolment,Enrolment (34%),737,5510,18808,394,313,30,1156,4354,11623,7185,True,complete,100.0
2025-05-27/2025-06-02,MADHYA PRADESH,CHHATARPUR,Critical,91.80616966130162,stable,Biometric,Biometric (35%),714,5073,25659,272,401,41,780,4293,16403,9256,False,complete,100.0
2025-07-01/2025-07-07,MADHYA PRADESH,CHHATARPUR,Watchlist,89.61993532640992,stable,Enrolment,Enrolment (35%),3586,3874,26622,1628,1844,114,1082,2792,15876,10746,True,complete,100.0
2025-08-26/2025-09-01,MADHYA PRADESH,CHHATARPUR,Watchlist,81.60446665454558,accelerating_down,Enrolment,Enrolment (36%),187,438,721,123,63,1,61,377,361,360,False,complete,100.0
2025-09-02/2025-09-08,MADHYA PRADESH,CHHATARPUR,Emerging_Risk,87.82859865469928,accelerating_up,Enrolment,Enrolment (35%),1139,3336,3851,768,362,9,680,2656,1974,1877,False,complete,100.0
2025-09-09/2025-09-15,MADHYA PRADESH,CHHATARPUR,Watchlist,86.91526009642546,stable,Enrolment,Enrolment (36%),1278,4229,4233,843,428,7,825,3404,2176,2057,False,complete,100.0
2025-09-16/2025-09-22,MADHYA PRADESH,CHHATARPUR,Watchlist,84.81105126356722,stable,Enrolment,Enrolment (37%),1011,2885,2993,695,313,3,468,2417,1578,1415,False,complete,100.0
2025-09-23/2025-09-29,MADHYA PRADESH,CHHATARPUR,Watchlist,63.55502124543284,accelerating_down,Enrolment,Enrolment (47%),569,0,0,365,200,4,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,MADHYA PRADESH,CHHATARPUR,Stable,53.063453661306795,declining,Enrolment,Enrolment (46%),92,155,0,64,28,0,8,147,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,MADHYA PRADESH,CHHATARPUR,Watchlist,72.65072981856102,accelerating_up,Enrolment,Enrolment (36%),459,1841,1775,321,128,10,335,1506,977,798,False,complete,100.0
2025-10-21/2025-10-27,MADHYA PRADESH,CHHATARPUR,Watchlist,70.22221124218765,stable,Enrolment,Enrolment (37%),201,1494,1379,127,68,6,160,1334,704,675,False,complete,100.0
2025-10-28/2025-11-03,MADHYA PRADESH,CHHATARPUR,Emerging_Risk,80.96289326556838,accelerating_up,Enrolment,Enrolment (38%),1111,2560,4014,763,339,9,268,2292,2003,2011,False,complete,100.0
2025-11-04/2025-11-10,MADHYA PRADESH,CHHATARPUR,Watchlist,77.76017416100461,declining,Enrolment,Enrolment (39%),894,2857,2520,683,209,2,417,2440,1168,1352,False,complete,100.0
